as_of,und,exp_dt,strike_px,put_call,bid_px,ask_px,last_px,trd_vol,oi,imp_vol,delta,opt_root,exch,snap_id,rec_hash
20260813,ES,20260918,6100,C,74.00,74.75,74.5,14871,69732,0.1129,0.883,ES,CME,snap-20260813-es,ES-20260918-6100-C-20260813
2026-08-13,es,09/18/2026,6100,P,175,177,176,21406,"107,001",0.1125,-0.117,ES,CME,snap-20260813-es,ES-20260918-6100-P-20260813
08/13/2026,ES,09/18/2026,6150,C,74.75,75.75,75.25,15392,62013,0.1141,0.844,ES,CME,snap-20260813-es,ES-20260918-6150-C-20260813
2026-08-13,es,09/18/26,6150,P,225.25,228,226.5,7761,41319,0.11,-0.156,ES,CME,snap-20260813-es,ES-20260918-6150-P-20260813
2026-08-13,ES,09/18/2026,6200,Call,75.5,76.5,76,16091,69444,0.1152,0.811,ES,CME,snap-20260813-es,ES-20260918-6200-C-20260813
2026-08-13,ES,09/18/26,6200,P ,275.5,279,277.25,14980,77934,0.1144,-0.189,ES,CME,snap-20260813-es,ES-20260918-6200-P-20260813
08/13/2026,ES,2026-09-18,6250,C,76.25,77.25,76.75,4311,17411,0.1164,0.785,ES,CME,snap-20260813-es,ES-20260918-6250-C-20260813
2026-08-13,ES,2026-09-18,6250,P,325.75,330,328,5670,23730,0.1154,-0.215,ES,CME,snap-20260813-es,ES-20260918-6250-P-20260813
2026-08-13,ES,2026-09-18,6300,C,77,78,77.5,6844,22049,0.1176,0.762,ES,CME,snap-20260813-es,ES-20260918-6300-C-20260813
2026-08-13,ES,09/18/2026,6300,P ,376,381,378.50,6136,19978,0.1164,-0.238,ES,CME,snap-20260813-es,ES-20260918-6300-P-20260813
20260813,ES,09/18/26,6350,C,77.75,78.75,78.25,4564,17697,0.1187,0.743,ES,CME,snap-20260813-es,ES-20260918-6350-C-20260813
20260813,ES,2026-09-18,6350,P,426.25,432,429,4789,25958,0.1174,-0.26,ES,CME,snap-20260813-es,ES-20260918-6350-P-20260813
2026-08-13,ES,20260918,6400,C,78.5,79.5,79,2556,6673,0.12,0.727,ES,CME,snap-20260813-es,ES-20260918-6400-C-20260813
2026-08-13,ES,2026-09-18,6400,P,476.5,483,479.75,2662,11484,0.1183,-0.273,ES,CME,snap-20260813-es,ES-20260918-6400-P-20260813
2026-08-13,es,09/18/2026,6450,C,79.25,80.5,80,2141,7117,0.1211,0.712,ES,CME,snap-20260813-es,ES-20260918-6450-C-20260813
20260813,ES,2026-09-18,6450,Put,526.75,534.25,530.5,1802,8004,0.1193,-0.288,ES,CME,snap-20260813-es,ES-20260918-6450-P-20260813
2026-08-13,ES,2026-09-18,6500,C,80,81.25,80.5,695,2034,0.1222,0.7,ES,CME,snap-20260813-es,ES-20260918-6500-C-20260813
08/13/26,ES,09/18/2026,6500,P,577,585.25,581,651,2020,0.1203,-0.3,ES,CME,snap-20260813-es,ES-20260918-6500-P-20260813
2026-08-13,ES,10/16/2026,5500,C,599,609,604,396,"1,896",0.1202,0.7,ES,CME,snap-20260813-es,ES-20261016-5500-C-20260813
2026-08-13,ES,2026-10-16,5500,P,110.00,111.75,111,"1,068",3128,0.1262,-0.3,ES,CME,snap-20260813-es,ES-20261016-5500-P-20260813
20260813,ES,2026-10-16,5550,C,548.5,557.5,553,1647,3963,0.1192,0.713,ES,CME,snap-20260813-es,ES-20261016-5550-C-20260813
2026-08-13,es,2026-10-16,5550,P,108.75,110.5,109.5,1593,5743,0.1246,-0.287,ES,CME,snap-20260813-es,ES-20261016-5550-P-20260813
08/13/26,ES,10/16/2026,5600,C,498.25,506.25,502.25,4810,12368,0.1183,0.728,ES,CME,snap-20260813-es,ES-20261016-5600-C-20260813
08/13/26,ES,2026-10-16,5600,P,107.25,109,108,7059,27537,0.123,-0.272,ES,CME,snap-20260813-es,ES-20261016-5600-P-20260813
08/13/26,ES,10/16/26,5650,C,447.75,455,451.5,5333,14814,0.1173,0.744,ES,CME,snap-20260813-es,ES-20261016-5650-C-20260813
2026-08-13,ES,2026-10-16,5650,P,106,107.5,106.75,6944,34728,0.1214,-0.26,ES,CME,snap-20260813-es,ES-20261016-5650-P-20260813
2026-08-13,ES,2026-10-16,5700,C,397.5,403.5,400.50,"5,539",16733,0.1163,0.764,ES,CME,snap-20260813-es,ES-20261016-5700-C-20260813
2026-08-13,ES,20261016,"5,700.00",P,104.5,106.25,105.50,8261,42227,0.1199,-0.236,ES,CME,snap-20260813-es,ES-20261016-5700-P-20260813
2026-08-13,ES,20261016,5750,C,347,352.25,349.5,4668,22057,0.1153,0.787,ES,CME,snap-20260813-es,ES-20261016-5750-C-20260813
2026-08-13,ES,2026-10-16,5750,P,103.25,104.75,104,6356,25560,0.1183,-0.213,ES,CME,snap-20260813-es,ES-20261016-5750-P-20260813
20260813,ES,2026-10-16,5800,C,296.50,301,298.75,7067,19750,0.11,0.813,ES,CME,snap-20260813-es,ES-20261016-5800-C-20260813
2026-08-13,ES,2026-10-16,"5,800.00",P,101.75,103.25,102.5,19223,87700,0.1167,-0.187,ES,CME,snap-20260813-es,ES-20261016-5800-P-20260813
2026-08-13,ES,20261016,"5,850.00",C,246.25,249.75,248,"14,219",38364,0.1134,0.846,ES,CME,snap-20260813-es,ES-20261016-5850-C-20260813
2026-08-13,ES,2026-10-16,5850,P,100.5,102,101.25,7482,24148,0.1152,-0.154,ES,CME,snap-20260813-es,ES-20261016-5850-P-20260813
08/13/26,ES,10/16/2026,5900,C,195.75,198.5,197,"10,248",41112,0.11,0.886,ES,CME,snap-20260813-es,ES-20261016-5900-C-20260813
20260813,ES,20261016,5900,P,99.25,100.5,100,10179,33844,0.1136,-0.114,ES,CME,snap-20260813-es,ES-20261016-5900-P-20260813
08/13/26,ES,10/16/2026,5950,C,145.25,147.25,146.25,8851,22242,0.1114,0.937,ES,CME,snap-20260813-es,ES-20261016-5950-C-20260813
2026-08-13,ES,10/16/2026,5950,P,97.75,99.25,98.5,15451,75822,0.112,-0.063,ES,CME,snap-20260813-es,ES-20261016-5950-P-20260813
2026-08-13,ES,2026-10-16,6000,C,96.5,97.75,97,23804,57775,0.1105,0.997,ES,CME,snap-20260813-es,ES-20261016-6000-C-20260813
2026-08-13,ES,2026-10-16,6000,P,98.25,99.5,99,20993,97767,0.1105,-0.003,ES,CME,snap-20260813-es,ES-20261016-6000-P-20260813
20260813,ES,2026-10-16,6050,Call,97.5,99,98.25,18730,64582,0.1117,0.933,ES,CME,snap-20260813-es,ES-20261016-6050-C-20260813
2026-08-13,ES,2026-10-16,6050,P,148.75,150.75,149.75,14646,71974,0.11,-0.067,ES,CME,snap-20260813-es,ES-20261016-6050-P-20260813
2026-08-13,ES,2026-10-16,6100,Call,98.5,100,99.25,12462,45702,0.1129,0.88,ES,CME,snap-20260813-es,ES-20261016-6100-C-20260813
20260813,ES,10/16/2026,6100,P,199.25,202,200.5,13139,38084,0.1125,-0.117,ES,CME,snap-20260813-es,ES-20261016-6100-P-20260813
2026-08-13,es,20261016,6150,Call,99.5,101,100.25,5529,24333,0.1141,0.844,ES,CME,snap-20260813-es,ES-20261016-6150-C-20260813
20260813,ES,2026-10-16,6150,P,249.75,253.25,251.5,12557,40140,0.1135,-0.16,ES,CME,snap-20260813-es,ES-20261016-6150-P-20260813
20260813,ES,2026-10-16,6200,Call,100.5,102,101.25,13117,"29,338",0.1152,0.81,ES,CME,snap-20260813-es,ES-20261016-6200-C-20260813
2026-08-13,ES,10/16/2026,6200,P,300.25,304.5,302.5,18548,64027,0.1144,-0.189,ES,CME,snap-20260813-es,ES-20261016-6200-P-20260813
2026-08-13,ES,10/16/2026,6250,C,101.5,103,102.25,5562,26574,0.12,0.785,ES,CME,snap-20260813-es,ES-20261016-6250-C-20260813
20260813,ES,2026-10-16,6250,put,350.5,355.75,353,10706,46366,0.1154,-0.215,ES,CME,snap-20260813-es,ES-20261016-6250-P-20260813
2026-08-13,es,2026-10-16,"6,300.00",C,102.5,104.25,103.5,5392,25228,0.1176,0.762,ES,CME,snap-20260813-es,ES-20261016-6300-C-20260813
2026-08-13,ES,10/16/2026,6300,P,401,407.25,404,9092,24811,0.1164,-0.238,ES,CME,snap-20260813-es,ES-20261016-6300-P-20260813
2026-08-13,ES,10/16/2026,6350,C,103.5,105.25,104.5,2545,11884,0.12,0.743,ES,CME,snap-20260813-es,ES-20261016-6350-C-20260813
2026-08-13,ES,20261016,6350,P,451.25,458.5,455.00,3663,18053,0.1174,-0.257,ES,CME,snap-20260813-es,ES-20261016-6350-P-20260813
2026-08-13,es,2026-10-16,6400,C,104.5,106.25,105.5,2617,6470,0.1199,0.73,ES,CME,snap-20260813-es,ES-20261016-6400-C-20260813
08/13/26,ES,2026-10-16,6400,P,501.75,509.75,505.75,2128,9458,0.12,-0.273,ES,CME,snap-20260813-es,ES-20261016-6400-P-20260813
2026-08-13,ES,2026-10-16,6450,Call,105.50,107.25,106.5,2387,9989,0.1211,0.712,ES,CME,snap-20260813-es,ES-20261016-6450-C-20260813
2026-08-13,es,10/16/2026,6450,P,552,561.25,556.5,1568,5733,0.12,-0.288,ES,CME,snap-20260813-es,ES-20261016-6450-P-20260813
08/13/26,ES,2026-10-16,6500,Call,106.5,108.25,107.5,1025,2826,0.12,0.7,ES,CME,snap-20260813-es,ES-20261016-6500-C-20260813
2026-08-13,ES,20261016,6500,P,602.5,612.5,607.5,985,5242,0.1203,-0.3,ES,CME,snap-20260813-es,ES-20261016-6500-P-20260813
2026-08-13,ES,12/18/26,5500,C,640.00,654.25,647,572,1865,0.1202,0.7,ES,CME,snap-20260813-es,ES-20261218-5500-C-20260813
2026-08-13,ES,12/18/26,"5,500.00",P,154.5,158.00,156.25,561,2317,0.1262,-0.3,ES,CME,snap-20260813-es,ES-20261218-5500-P-20260813
08/13/26,ES,2026-12-18,5550,C,589.5,602.25,596,1333,4635,0.1192,0.713,ES,CME,snap-20260813-es,ES-20261218-5550-C-20260813
2026-08-13,ES,12/18/2026,5550,P,152.50,156,154.25,1224,"4,734",0.1246,-0.287,ES,CME,snap-20260813-es,ES-20261218-5550-P-20260813
2026-08-13,ES,2026-12-18,5600,C,539,550.5,544.75,2915,12281,0.1183,0.728,ES,CME,snap-20260813-es,ES-20261218-5600-C-20260813
2026-08-13,ES,2026-12-18,5600,P,150.75,154,152.50,"2,673",11146,0.123,-0.272,ES,CME,snap-20260813-es,ES-20261218-5600-P-20260813
2026-08-13,ES,12/18/2026,"5,650.00",C,488.25,498.75,493.5,1130,3854,0.1173,0.744,ES,CME,snap-20260813-es,ES-20261218-5650-C-20260813
2026-08-13,ES,2026-12-18,5650,P,148.75,152,150.5,2797,13916,0.1214,-0.256,ES,CME,snap-20260813-es,ES-20261218-5650-P-20260813
2026-08-13,ES,2026-12-18,5700,C,437.75,446.75,442.25,2976,6853,0.1163,0.764,ES,CME,snap-20260813-es,ES-20261218-5700-C-20260813
20260813,ES,20261218,5700,P,147,150.00,148.5,3595,19779,0.1199,-0.236,ES,CME,snap-20260813-es,ES-20261218-5700-P-20260813
08/13/26,ES,2026-12-18,5750,Call,387.25,395,391,2710,6683,0.1153,0.787,ES,CME,snap-20260813-es,ES-20261218-5750-C-20260813
08/13/2026,ES,12/18/2026,5750,P,145.00,148,146.5,5957,22635,0.1183,-0.213,ES,CME,snap-20260813-es,ES-20261218-5750-P-20260813
2026-08-13,ES,12/18/2026,5800,C,336.5,343.25,340,8048,35825,0.1144,0.813,ES,CME,snap-20260813-es,ES-20261218-5800-C-20260813
2026-08-13,ES,2026-12-18,5800,P,143,146,144.50,5807,24662,0.1167,-0.187,ES,CME,snap-20260813-es,ES-20261218-5800-P-20260813
2026-08-13,ES,12/18/26,5850,C,285.75,291.5,288.5,2686,"11,541",0.1134,0.846,ES,CME,snap-20260813-es,ES-20261218-5850-C-20260813
2026-08-13,ES,12/18/26,"5,850.00",P,141.25,144,142.5,7763,20887,0.1152,-0.154,ES,CME,snap-20260813-es,ES-20261218-5850-P-20260813
08/13/26,ES,2026-12-18,5900,C,235.25,239.75,237.5,4423,18673,0.1124,0.886,ES,CME,snap-20260813-es,ES-20261218-5900-C-20260813
08/13/2026,ES,2026-12-18,5900,P,139.25,142,140.5,11154,"57,886",0.1136,-0.114,ES,CME,snap-20260813-es,ES-20261218-5900-P-20260813
2026-08-13,ES,2026-12-18,5950,C,184.5,188,186.25,6819,18909,0.1114,0.937,ES,CME,snap-20260813-es,ES-20261218-5950-C-20260813
2026-08-13,ES,12/18/2026,5950,put,137.5,140,138.75,7269,19823,0.112,-0.063,ES,CME,snap-20260813-es,ES-20261218-5950-P-20260813
2026-08-13,ES,2026-12-18,6000,C,135.5,138.25,137,7794,"21,628",0.1105,0.997,ES,CME,snap-20260813-es,ES-20261218-6000-C-20260813
08/13/26,ES,12/18/2026,6000,P,137.25,140,138.50,10128,34929,0.1105,-0.003,ES,CME,snap-20260813-es,ES-20261218-6000-P-20260813
2026-08-13,ES,2026-12-18,6050,C,137,139.75,138.5,7485,26139,0.1117,0.933,ES,CME,snap-20260813-es,ES-20261218-6050-C-20260813
08/13/2026,es,2026-12-18,6050,P,188,191.75,190,9982,40350,0.1115,-0.067,ES,CME,snap-20260813-es,ES-20261218-6050-P-20260813
20260813,es,2026-12-18,6100,C,138.5,141.25,140,"7,393",28875,0.1129,0.883,ES,CME,snap-20260813-es,ES-20261218-6100-C-20260813
08/13/26,ES,2026-12-18,6100,P,238.75,243.25,241,12788,37312,0.1125,-0.117,ES,CME,snap-20260813-es,ES-20261218-6100-P-20260813
08/13/26,es,12/18/2026,6150,C,139.75,142.50,141,"6,012",26685,0.1141,0.844,ES,CME,snap-20260813-es,ES-20261218-6150-C-20260813
2026-08-13,ES,12/18/26,6150,P,289.5,295.00,292.25,3242,17409,0.1135,-0.156,ES,CME,snap-20260813-es,ES-20261218-6150-P-20260813
08/13/2026,es,12/18/26,6200,C,141.25,144.00,142.5,5825,15160,0.1152,0.811,ES,CME,snap-20260813-es,ES-20261218-6200-C-20260813
08/13/26,es,2026-12-18,6200,P,340,347,343.5,4315,17486,0.1144,-0.189,ES,CME,snap-20260813-es,ES-20261218-6200-P-20260813
2026-08-13,ES,2026-12-18,6250,C,142.75,145.5,144,3229,14123,0.1164,0.785,ES,CME,snap-20260813-es,ES-20261218-6250-C-20260813
2026-08-13,ES,2026-12-18,6250,P,390.75,398.75,394.75,4316,17897,0.1154,-0.215,ES,CME,snap-20260813-es,ES-20261218-6250-P-20260813
2026-08-13,ES,12/18/2026,6300,C,144,147,145.5,4952,"13,737",0.1176,0.762,ES,CME,snap-20260813-es,ES-20261218-6300-C-20260813
2026-08-13,ES,12/18/2026,6300,P,441.25,450.5,446,2844,9763,0.1164,-0.238,ES,CME,snap-20260813-es,ES-20261218-6300-P-20260813
20260813,ES,12/18/2026,6350,C,145.50,148.5,147,2249,6310,0.1187,0.743,ES,CME,snap-20260813-es,ES-20261218-6350-C-20260813
08/13/26,ES,2026-12-18,6350,P ,492,502.25,497,1543,6057,0.1174,-0.257,ES,CME,snap-20260813-es,ES-20261218-6350-P-20260813
2026-08-13,ES,2026-12-18,6400,C,147,150,148.5,2043,8216,0.1199,0.727,ES,CME,snap-20260813-es,ES-20261218-6400-C-20260813
08/13/26,ES,2026-12-18,6400,P,542.5,554,548.25,1553,8500,0.12,-0.273,ES,CME,snap-20260813-es,ES-20261218-6400-P-20260813
20260813,ES,20261218,6450,C,148.25,151.5,150,988,3099,0.1211,0.712,ES,CME,snap-20260813-es,ES-20261218-6450-C-20260813
2026-08-13,ES,2026-12-18,6450,P,593.00,606,599.5,"1,456",7141,0.12,-0.288,ES,CME,snap-20260813-es,ES-20261218-6450-P-20260813
20260813,ES,20261218,6500,Call,149.75,153.00,151.50,227,1084,0.1222,0.7,ES,CME,snap-20260813-es,ES-20261218-6500-C-20260813
2026-08-13,ES,2026-12-18,"6,500.00",P,643.5,657.75,650.5,480,2461,0.1203,-0.3,ES,CME,snap-20260813-es,ES-20261218-6500-P-20260813
2026-08-14,ES,08/21/2026,5500,Call,511,517,514,1907,4353,0.1199,0.705,ES,CME,snap-20260814-es,ES-20260821-5500-C-20260814
08/14/2026,ES,2026-08-21,5500,P,36.25,36.5,36.5,2724,9856,0.1256,-0.295,ES,CME,snap-20260814-es,ES-20260821-5500-P-20260814
20260814,ES,20260821,5550,C,461,466.25,463.5,4232,18401,0.1189,0.718,ES,CME,snap-20260814-es,ES-20260821-5550-C-20260814
2026-08-14,ES,20260821,5550,P,35.75,36.25,36.00,2327,6888,0.124,-0.282,ES,CME,snap-20260814-es,ES-20260821-5550-P-20260814
08/14/26,ES,2026-08-21,5600,C,411.25,415.75,413.50,"7,173",16450,0.1179,0.733,ES,CME,snap-20260814-es,ES-20260821-5600-C-20260814
20260814,ES,2026-08-21,5600,P,35.25,35.75,35.5,5270,16494,0.1225,-0.267,ES,CME,snap-20260814-es,ES-20260821-5600-P-20260814
08/14/2026,ES,2026-08-21,5650,C,361.25,365,363,7038,29786,0.1169,0.751,ES,CME,snap-20260814-es,ES-20260821-5650-C-20260814
2026-08-14,ES,2026-08-21,5650,P,34.75,35.25,35,10771,57028,0.12,-0.249,ES,CME,snap-20260814-es,ES-20260821-5650-P-20260814
2026-08-14,ES,20260821,5700,C,311.25,314.5,313,15468,54427,0.116,0.772,ES,CME,snap-20260814-es,ES-20260821-5700-C-20260814
08/14/2026,ES,2026-08-21,5700,P,34.5,34.75,34.5,15747,86497,0.1193,-0.228,ES,CME,snap-20260814-es,ES-20260821-5700-P-20260814
2026-08-14,ES,2026-08-21,"5,750.00",C,261.25,264.00,262.5,6130,29131,0.12,0.80,ES,CME,snap-20260814-es,ES-20260821-5750-C-20260814
2026-08-14,es,20260821,"5,750.00",P,34,34.25,34.00,8198,34421,0.1177,-0.204,ES,CME,snap-20260814-es,ES-20260821-5750-P-20260814
2026-08-14,es,2026-08-21,5800,C,211.25,213.25,212.25,24775,115445,0.114,0.825,ES,CME,snap-20260814-es,ES-20260821-5800-C-20260814
2026-08-14,ES,08/21/26,5800,P,33.5,33.75,33.5,14982,51688,0.1162,-0.175,ES,CME,snap-20260814-es,ES-20260821-5800-P-20260814
2026-08-14,ES,08/21/2026,5850,C,161.25,162.75,162,7742,"19,801",0.113,0.86,ES,CME,snap-20260814-es,ES-20260821-5850-C-20260814
08/14/26,ES,2026-08-21,5850,P ,33,33.25,33,16657,72728,0.1146,-0.14,ES,CME,snap-20260814-es,ES-20260821-5850-P-20260814
08/14/2026,ES,2026-08-21,5900,C,111.25,112.25,111.75,25951,97009,0.1121,0.904,ES,CME,snap-20260814-es,ES-20260821-5900-C-20260814
2026-08-14,ES,2026-08-21,5900,P,32.50,33.00,32.75,19024,71473,0.11,-0.096,ES,CME,snap-20260814-es,ES-20260821-5900-P-20260814
08/14/2026,ES,2026-08-21,5950,C,61.25,61.75,61.5,15101,"59,600",0.1111,0.96,ES,CME,snap-20260814-es,ES-20260821-5950-C-20260814
2026-08-14,ES,20260821,5950,P,32.25,32.5,32.5,22826,123233,0.1114,-0.04,ES,CME,snap-20260814-es,ES-20260821-5950-P-20260814
2026-08-14,ES,08/21/2026,6000,C,32,32.25,32,"32,471",137413,0.111,0.971,ES,CME,snap-20260814-es,ES-20260821-6000-C-20260814
08/14/2026,ES,08/21/2026,6000,put,52.75,53,53,42191,125777,0.1109,-0.029,ES,CME,snap-20260814-es,ES-20260821-6000-P-20260814
2026-08-14,ES,2026-08-21,6050,C,32.25,32.75,32.5,17521,53468,0.1122,0.912,ES,CME,snap-20260814-es,ES-20260821-6050-C-20260814
08/14/2026,ES,08/21/2026,6050,P,102.75,103.75,103.25,16636,57057,0.1119,-0.088,ES,CME,snap-20260814-es,ES-20260821-6050-P-20260814
2026-08-14,ES,2026-08-21,6100,C,32.75,33,33,9768,21834,0.1133,0.867,ES,CME,snap-20260814-es,ES-20260821-6100-C-20260814
2026-08-14,ES,2026-08-21,6100,put,152.75,154.25,153.5,11494,53583,0.1129,-0.133,ES,CME,snap-20260814-es,ES-20260821-6100-P-20260814
2026-08-14,ES,08/21/2026,6150,C,33,33.25,33.00,11253,"53,549",0.1145,0.83,ES,CME,snap-20260814-es,ES-20260821-6150-C-20260814
20260814,ES,2026-08-21,"6,150.00",P,202.75,204.75,203.75,14804,69848,0.1138,-0.17,ES,CME,snap-20260814-es,ES-20260821-6150-P-20260814
2026-08-14,ES,08/21/26,6200,C,33.25,33.75,33.5,19304,65567,0.1157,0.8,ES,CME,snap-20260814-es,ES-20260821-6200-C-20260814
08/14/2026,ES,08/21/2026,6200,P,252.75,255.25,254,14865,56393,0.1148,-0.2,ES,CME,snap-20260814-es,ES-20260821-6200-P-20260814
2026-08-14,ES,2026-08-21,6250,C,33.75,34,34,5152,22018,0.1169,0.775,ES,CME,snap-20260814-es,ES-20260821-6250-C-20260814
2026-08-14,ES,08/21/2026,6250,P,302.75,306.00,304.50,12701,39801,0.1158,-0.225,ES,CME,snap-20260814-es,ES-20260821-6250-P-20260814
20260814,ES,2026-08-21,6300,C,34,34.5,34.25,5620,25185,0.118,0.754,ES,CME,snap-20260814-es,ES-20260821-6300-C-20260814
20260814,ES,08/21/26,6300,P,352.75,356.5,354.5,7224,"38,890",0.1168,-0.246,ES,CME,snap-20260814-es,ES-20260821-6300-P-20260814
08/14/2026,ES,2026-08-21,6350,C,34.25,34.75,34.5,6125,27021,0.1192,0.736,ES,CME,snap-20260814-es,ES-20260821-6350-C-20260814
20260814,ES,08/21/26,"6,350.00",P,402.75,407,405,"8,504",21552,0.1178,-0.264,ES,CME,snap-20260814-es,ES-20260821-6350-P-20260814
2026-08-14,ES,08/21/2026,6400,C,34.75,35,35,5954,26311,0.1204,0.721,ES,CME,snap-20260814-es,ES-20260821-6400-C-20260814
2026-08-14,ES,2026-08-21,6400,P,452.5,457.75,455,"4,559",16945,0.1187,-0.279,ES,CME,snap-20260814-es,ES-20260821-6400-P-20260814
2026-08-14,ES,08/21/26,6450,C,35,35.50,35.25,1966,8765,0.1216,0.707,ES,CME,snap-20260814-es,ES-20260821-6450-C-20260814
2026-08-14,ES,08/21/26,6450,P,502.5,508.5,505.5,1034,4207,0.1197,-0.293,ES,CME,snap-20260814-es,ES-20260821-6450-P-20260814
08/14/2026,ES,2026-08-21,6500,C,35.25,35.75,35.5,1457,5296,0.1227,0.695,ES,CME,snap-20260814-es,ES-20260821-6500-C-20260814
20260814,es,20260821,6500,P,552.25,559,555.5,1547,5029,0.1207,-0.305,ES,CME,snap-20260814-es,ES-20260821-6500-P-20260814
2026-08-14,ES,2026-08-28,5500,C,525,531.75,528.5,2084,8557,0.1199,0.705,ES,CME,snap-20260814-es,ES-20260828-5500-C-20260814
2026-08-14,ES,2026-08-28,5500,Put,51.25,51.75,51.5,2119,7799,0.1256,-0.295,ES,CME,snap-20260814-es,ES-20260828-5500-P-20260814
20260814,ES,2026-08-28,5550,C,475,480.75,478,4266,14692,0.1189,0.718,ES,CME,snap-20260814-es,ES-20260828-5550-C-20260814
08/14/2026,ES,20260828,5550,P,50.5,51.25,51,"4,596",14002,0.124,-0.282,ES,CME,snap-20260814-es,ES-20260828-5550-P-20260814
2026-08-14,ES,2026-08-28,5600,C,425,430,427.5,"3,956",12864,0.1179,0.733,ES,CME,snap-20260814-es,ES-20260828-5600-C-20260814
08/14/2026,ES,2026-08-28,5600,P,50,50.5,50.25,5475,23292,0.1225,-0.267,ES,CME,snap-20260814-es,ES-20260828-5600-P-20260814
2026-08-14,ES,2026-08-28,"5,650.00",Call,375,379.25,377,6557,18340,0.1169,0.751,ES,CME,snap-20260814-es,ES-20260828-5650-C-20260814
2026-08-14,ES,08/28/2026,5650,P,49.25,49.75,49.5,7523,23059,0.1209,-0.249,ES,CME,snap-20260814-es,ES-20260828-5650-P-20260814
2026-08-14,ES,08/28/2026,5700,C,325,328.5,326.75,5900,23987,0.116,0.772,ES,CME,snap-20260814-es,ES-20260828-5700-C-20260814
2026-08-14,es,2026-08-28,5700,P,48.75,49.25,49,6266,17140,0.1193,-0.228,ES,CME,snap-20260814-es,ES-20260828-5700-P-20260814
20260814,ES,2026-08-28,5750,C,275,277.75,276.5,5856,13686,0.115,0.796,ES,CME,snap-20260814-es,ES-20260828-5750-C-20260814
2026-08-14,es,2026-08-28,5750,P,48.00,48.5,48.25,10981,41990,0.1177,-0.204,ES,CME,snap-20260814-es,ES-20260828-5750-P-20260814
08/14/2026,ES,2026-08-28,"5,800.00",C,224.75,227.25,226,10451,45436,0.114,0.825,ES,CME,snap-20260814-es,ES-20260828-5800-C-20260814
2026-08-14,ES,2026-08-28,5800,put,47.25,47.75,47.5,10342,41405,0.12,-0.175,ES,CME,snap-20260814-es,ES-20260828-5800-P-20260814
2026-08-14,ES,2026-08-28,5850,C,174.75,176.5,175.5,11832,32369,0.113,0.86,ES,CME,snap-20260814-es,ES-20260828-5850-C-20260814
2026-08-14,es,2026-08-28,5850,P,46.75,47.25,47,23897,"70,079",0.1146,-0.14,ES,CME,snap-20260814-es,ES-20260828-5850-P-20260814
20260814,ES,2026-08-28,"5,900.00",C,124.5,125.75,125,27385,119336,0.1121,0.904,ES,CME,snap-20260814-es,ES-20260828-5900-C-20260814
20260814,ES,20260828,5900,P,46,46.50,46.25,"31,204",159107,0.113,-0.096,ES,CME,snap-20260814-es,ES-20260828-5900-P-20260814
2026-08-14,es,2026-08-28,5950,C,74.5,75,74.75,25782,98929,0.1111,0.96,ES,CME,snap-20260814-es,ES-20260828-5950-C-20260814
20260814,ES,08/28/2026,5950,P,45.5,46,45.75,25854,73150,0.1114,-0.04,ES,CME,snap-20260814-es,ES-20260828-5950-P-20260814
08/14/26,ES,20260828,6000,C,45.25,45.75,45.5,31942,81608,0.111,0.971,ES,CME,snap-20260814-es,ES-20260828-6000-C-20260814
2026-08-14,ES,2026-08-28,6000,P,66,66.50,66.25,29594,102041,0.1109,-0.029,ES,CME,snap-20260814-es,ES-20260828-6000-P-20260814
2026-08-14,ES,20260828,6050,C,45.75,46.25,46,20978,87705,0.1122,0.912,ES,CME,snap-20260814-es,ES-20260828-6050-C-20260814
08/14/26,ES,08/28/26,"6,050.00",P,116,117.25,116.5,11194,55064,0.1119,-0.088,ES,CME,snap-20260814-es,ES-20260828-6050-P-20260814
2026-08-14,ES,2026-08-28,6100,C,46.25,46.75,46.5,"17,077",59412,0.1133,0.867,ES,CME,snap-20260814-es,ES-20260828-6100-C-20260814
20260814,ES,2026-08-28,6100,P,166.25,167.75,167.00,31151,104394,0.1129,-0.133,ES,CME,snap-20260814-es,ES-20260828-6100-P-20260814
08/14/2026,ES,2026-08-28,"6,150.00",C,46.75,47.25,47,17229,40070,0.1145,0.83,ES,CME,snap-20260814-es,ES-20260828-6150-C-20260814
2026-08-14,es,08/28/26,6150,P,216.25,218.5,217.5,"7,850","25,215",0.1138,-0.17,ES,CME,snap-20260814-es,ES-20260828-6150-P-20260814
2026-08-14,ES,2026-08-28,6200,C,47.25,47.75,47.5,21960,67290,0.1157,0.8,ES,CME,snap-20260814-es,ES-20260828-6200-C-20260814
2026-08-14,ES,2026-08-28,6200,C,47.25,47.75,47.5,21960,67290,0.1157,0.8,ES,CME,snap-20260814-es-retry,ES-20260828-6200-C-20260814
2026-08-14,es,2026-08-28,6200,P,266.5,269.25,268,"22,644",62913,0.1148,-0.2,ES,CME,snap-20260814-es,ES-20260828-6200-P-20260814
2026-08-14,ES,08/28/2026,6250,C,47.75,48.25,48,5355,22045,0.1169,0.775,ES,CME,snap-20260814-es,ES-20260828-6250-C-20260814
20260814,ES,2026-08-28,"6,250.00",P,316.5,320,318.25,13557,70575,0.1158,-0.225,ES,CME,snap-20260814-es,ES-20260828-6250-P-20260814
